date,headline,url,candidate,category,clean_candidate,first_name,rest_name,body_text,year,month,weekday,month_year,state,gender
2022-04-11,Endorsement of Congressman Frank Lucas,https://www.donaldjtrump.com/news/news-dc5fbbvyz41851,Congressman Frank Lucas,U.S. House member,Frank Lucas,Frank,Lucas,"Congressman Frank Lucas is a strong advocate for the people of Oklahoma’s 3rd Congressional District. Frank is working hard to Grow our Economy, Encourage Innovation, Promote American Farmers, Defend the Second Amendment, and Support our Military and Vets. In 2016 and 2020, I won 77 of 77 counties in the Great State of Oklahoma, and I was proud to campaign alongside Oklahoma leaders like Frank. Frank Lucas has my Complete and Total Endorsement!",2022,April,Monday,2022-04,,
